Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-npnb,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
12,1621243880964,17/05/2021 09:31:20,1621243881667,10,17/05/2021 19:31:21,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,449.71899999998277,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621243906548,17/05/2021 09:31:46,1621243907253,10,17/05/2021 19:31:47,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,25556.480000028387,,,ICAR47_B.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621243907006,17/05/2021 09:31:47,1621243907701,10,17/05/2021 19:31:47,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,449.71199999999953,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621243940901,17/05/2021 09:32:20,1621243941595,10,17/05/2021 19:32:21,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,33865.07000005804,,,ICAR48_D.png,1,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621243941728,17/05/2021 09:32:21,1621243942030,10,17/05/2021 19:32:22,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,449.7039999999979,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621243977008,17/05/2021 09:32:57,1621243977709,10,17/05/2021 19:32:57,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_button_image,35651.62999997847,,,ICAR50_E.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621243977618,17/05/2021 09:32:57,1621243978142,10,17/05/2021 19:32:58,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.69900000002235,,,,,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621243995539,17/05/2021 09:33:15,1621243996237,10,17/05/2021 19:33:16,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonD,response_button_image,18066.430000122637,,,ICAR53_D.png,1,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1621243995974,17/05/2021 09:33:15,1621243996681,10,17/05/2021 19:33:16,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,449.7399999999907,,,,,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1621244021058,17/05/2021 09:33:41,1621244021755,10,17/05/2021 19:33:41,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,buttonC,response_button_image,25043.06500009261,,,ICAR54_C.png,1,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1621244021511,17/05/2021 09:33:41,1621244022199,10,17/05/2021 19:33:42,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,449.6909999999916,,,,,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1621244057626,17/05/2021 09:34:17,1621244058331,10,17/05/2021 19:34:18,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_button_image,36096.640000119805,,,ICAR55_E.png,1,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1621244058084,17/05/2021 09:34:18,1621244058777,10,17/05/2021 19:34:18,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,449.6720000000205,,,,,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1621244074332,17/05/2021 09:34:34,1621244075036,10,17/05/2021 19:34:35,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone2,response_button_image,16235.820000059903,,,ICAR56_F.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621244074794,17/05/2021 09:34:34,1621244075484,10,17/05/2021 19:34:35,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,449.7280000000028,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621244076846,17/05/2021 09:34:36,1621244077545,10,17/05/2021 19:34:37,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,2053.4700001589954,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621244077163,17/05/2021 09:34:37,1621244077548,10,17/05/2021 19:34:37,52673,2,task-mowt,,12725070,5e5615d0581a0c60e87bd8e3,3842349,,complete,,60a235fab43bd91c87f562e2,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.212,1600x900,1600x789,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,END TASK,,,,,385639,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621243798929,17/05/2021 09:29:58,1621243797735,10,17/05/2021 19:29:57,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621243816870,17/05/2021 09:30:16,1621243815741,10,17/05/2021 19:30:15,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16479.20000076294,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621243817308,17/05/2021 09:30:17,1621243816177,10,17/05/2021 19:30:16,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,450.3279999999977,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621243841530,17/05/2021 09:30:41,1621243840389,10,17/05/2021 19:30:40,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,Zone1,response_button_image,24195.60000038147,,,ICAR43_E.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621243841950,17/05/2021 09:30:41,1621243840826,10,17/05/2021 19:30:40,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,450.387999999999,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621243843566,17/05/2021 09:30:43,1621243842430,10,17/05/2021 19:30:42,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,1599.5,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621243859607,17/05/2021 09:30:59,1621243858481,10,17/05/2021 19:30:58,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,16028.20000076294,,,ICAR44_C.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621243860064,17/05/2021 09:31:00,1621243858926,10,17/05/2021 19:30:58,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,450.1800000000003,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621243878778,17/05/2021 09:31:18,1621243877637,10,17/05/2021 19:31:17,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,buttonD,response_button_image,18678.599999427795,,,ICAR45_D.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621243879218,17/05/2021 09:31:19,1621243878076,10,17/05/2021 19:31:18,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,450.1039999999921,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621243917973,17/05/2021 09:31:57,1621243916672,10,17/05/2021 19:31:56,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonA,response_button_image,38575.199999809265,,,ICAR46_A.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621243918536,17/05/2021 09:31:58,1621243917110,10,17/05/2021 19:31:57,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,450.0819999999949,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621243940322,17/05/2021 09:32:20,1621243939194,10,17/05/2021 19:32:19,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,22062.099999427795,,,ICAR47_B.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621243940771,17/05/2021 09:32:20,1621243939643,10,17/05/2021 19:32:19,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,450.59900000001653,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621243980517,17/05/2021 09:33:00,1621243979379,10,17/05/2021 19:32:59,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_button_image,39715.10000038147,,,ICAR48_E.png,1,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621243981173,17/05/2021 09:33:01,1621243979826,10,17/05/2021 19:32:59,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,450.7129999999888,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621244031119,17/05/2021 09:33:51,1621244029978,10,17/05/2021 19:33:49,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonC,response_button_image,50130.20000076294,,,ICAR50_C.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621244031564,17/05/2021 09:33:51,1621244030426,10,17/05/2021 19:33:50,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,450.10899999999674,,,,,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621244089338,17/05/2021 09:34:49,1621244088198,10,17/05/2021 19:34:48,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,response_button_image,57749.29999923706,,,ICAR53_F.png,1,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1621244089783,17/05/2021 09:34:49,1621244088642,10,17/05/2021 19:34:48,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,450.1790000000037,,,,,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1621244115183,17/05/2021 09:35:15,1621244114039,10,17/05/2021 19:35:14,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone2,response_button_image,25372.099999427795,,,ICAR54_F.png,1,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1621244115614,17/05/2021 09:35:15,1621244114475,10,17/05/2021 19:35:14,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,450.52799999999115,,,,,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1621244164012,17/05/2021 09:36:04,1621244162870,10,17/05/2021 19:36:02,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone2,response_button_image,48366.89999961853,,,ICAR55_F.png,1,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1621244164465,17/05/2021 09:36:04,1621244163309,10,17/05/2021 19:36:03,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,451.7069999999949,,,,,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1621244185518,17/05/2021 09:36:25,1621244184372,10,17/05/2021 19:36:24,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,buttonD,response_button_image,21044.5,,,ICAR56_D.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621244185959,17/05/2021 09:36:25,1621244184809,10,17/05/2021 19:36:24,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,450.2069999999949,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621244238736,17/05/2021 09:37:18,1621244237592,10,17/05/2021 19:37:17,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,52776.800000190735,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621244239032,17/05/2021 09:37:19,1621244237594,10,17/05/2021 19:37:17,52673,2,task-mowt,,12725098,5b36f7bf06f9f90001fb5a47,3842355,,complete,,60a2364c4d550b1b61da7785,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.27,1920x1080,1920x937,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,END TASK,,,,,439859,,,,,0,1,0,,,,,,,,,,,,,,,
