Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-npnb,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
25,1621253369351,17/05/2021 12:09:29,1621253368800,1,17/05/2021 13:09:28,52673,2,task-mowt,,12731515,5e243c063d2e1b6bcce4c82f,3843588,,complete,,60a258fd48df28d5761d3d44,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.212,1280x800,1150x554,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_button_image,24817.939999999944,,,ICAR56_E.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621253370179,17/05/2021 12:09:30,1621253369246,1,17/05/2021 13:09:29,52673,2,task-mowt,,12731515,5e243c063d2e1b6bcce4c82f,3843588,,complete,,60a258fd48df28d5761d3d44,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.212,1280x800,1150x554,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,448.90200000000186,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621253371719,17/05/2021 12:09:31,1621253371092,1,17/05/2021 13:09:31,52673,2,task-mowt,,12731515,5e243c063d2e1b6bcce4c82f,3843588,,complete,,60a258fd48df28d5761d3d44,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.212,1280x800,1150x554,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,1837.4949999997625,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621253372624,17/05/2021 12:09:32,1621253371095,1,17/05/2021 13:09:31,52673,2,task-mowt,,12731515,5e243c063d2e1b6bcce4c82f,3843588,,complete,,60a258fd48df28d5761d3d44,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.212,1280x800,1150x554,,Baseline - ICARRavensMatrix,2,ABC,Spreadsheet1,,,END TASK,,,,,528612,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621252972688,17/05/2021 12:02:52,1621252971724,10,17/05/2021 22:02:51,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621252981045,17/05/2021 12:03:01,1621252980166,10,17/05/2021 22:03:00,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5432,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621252981534,17/05/2021 12:03:01,1621252980598,10,17/05/2021 22:03:00,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621252993347,17/05/2021 12:03:13,1621252992540,10,17/05/2021 22:03:12,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,11850,,,ICAR43_D.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621252993806,17/05/2021 12:03:13,1621252992981,10,17/05/2021 22:03:12,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,450,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621252995641,17/05/2021 12:03:15,1621252994818,10,17/05/2021 22:03:14,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,1822,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621253003045,17/05/2021 12:03:23,1621253002251,10,17/05/2021 22:03:22,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_button_image,7283,,,ICAR44_E.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621253003479,17/05/2021 12:03:23,1621253002697,10,17/05/2021 22:03:22,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621253011839,17/05/2021 12:03:31,1621253011025,10,17/05/2021 22:03:31,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone2,response_button_image,8201,,,ICAR45_F.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621253012274,17/05/2021 12:03:32,1621253011463,10,17/05/2021 22:03:31,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621253019645,17/05/2021 12:03:39,1621253018847,10,17/05/2021 22:03:38,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone2,response_button_image,7240,,,ICAR46_F.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621253020082,17/05/2021 12:03:40,1621253019279,10,17/05/2021 22:03:39,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621253028164,17/05/2021 12:03:48,1621253027277,10,17/05/2021 22:03:47,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonD,response_button_image,7889,,,ICAR47_D.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621253029192,17/05/2021 12:03:49,1621253027717,10,17/05/2021 22:03:47,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1621253040692,17/05/2021 12:04:00,1621253039802,10,17/05/2021 22:03:59,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone2,response_button_image,11944,,,ICAR48_F.png,1,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1621253042472,17/05/2021 12:04:02,1621253040247,10,17/05/2021 22:04:00,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,449.95999999999185,,,,,0,1,0,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1621253045948,17/05/2021 12:04:05,1621253045042,10,17/05/2021 22:04:05,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonB,response_button_image,4666,,,ICAR50_B.png,1,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1621253046767,17/05/2021 12:04:06,1621253045477,10,17/05/2021 22:04:05,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,449.9600000000064,,,,,0,1,0,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1621253056495,17/05/2021 12:04:16,1621253055617,10,17/05/2021 22:04:15,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone2,response_button_image,10003,,,ICAR53_F.png,1,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1621253056998,17/05/2021 12:04:16,1621253056060,10,17/05/2021 22:04:16,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1621253064905,17/05/2021 12:04:24,1621253064106,10,17/05/2021 22:04:24,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_button_image,7888,,,ICAR54_E.png,1,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1621253065373,17/05/2021 12:04:25,1621253064547,10,17/05/2021 22:04:24,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,449.9799999999959,,,,,0,1,0,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1621253068406,17/05/2021 12:04:28,1621253067612,10,17/05/2021 22:04:27,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,buttonD,response_button_image,2975,,,ICAR55_D.png,1,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1621253068892,17/05/2021 12:04:28,1621253068043,10,17/05/2021 22:04:28,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,450,,,,,0,1,0,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1621253073745,17/05/2021 12:04:33,1621253072924,10,17/05/2021 22:04:32,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_button_image,4809,,,ICAR56_E.png,1,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1621253074178,17/05/2021 12:04:34,1621253073360,10,17/05/2021 22:04:33,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,449.91999999999825,,,,,0,1,0,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1621253077781,17/05/2021 12:04:37,1621253076939,10,17/05/2021 22:04:36,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,3559,,,,,0,1,0,,,,,,end,,,,,,,,,
28,1621253078132,17/05/2021 12:04:38,1621253076946,10,17/05/2021 22:04:36,52673,2,task-mowt,,12731650,57b216cc42c9180001fd85ae,3843661,,complete,,60a25ac3075d258b40924bc4,computer,Desktop or Laptop,Windows 10,Firefox 88.0,1366x768,1361x620,,Baseline - ICARRavensMatrix,2,CAB,Spreadsheet1,,,END TASK,,,,,105222,,,,,0,1,0,,,,,,,,,,,,,,,
1,1621253152915,17/05/2021 12:05:52,1621253151511,10,17/05/2021 22:05:51,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1621253171442,17/05/2021 12:06:11,1621253170060,10,17/05/2021 22:06:10,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14894.040000042878,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1621253171868,17/05/2021 12:06:11,1621253170503,10,17/05/2021 22:06:10,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,447.4830000000002,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1621253201903,17/05/2021 12:06:41,1621253200206,10,17/05/2021 22:06:40,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonD,response_button_image,29691.13000005018,,,ICAR43_D.png,1,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1621253202220,17/05/2021 12:06:42,1621253200646,10,17/05/2021 22:06:40,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,447.487000000001,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1621253206707,17/05/2021 12:06:46,1621253205324,10,17/05/2021 22:06:45,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,4674.9650000128895,,,,,0,1,0,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1621253264705,17/05/2021 12:07:44,1621253263326,10,17/05/2021 22:07:43,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonC,response_button_image,57980.1500000176,,,ICAR44_C.png,1,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1621253265158,17/05/2021 12:07:45,1621253263761,10,17/05/2021 22:07:43,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,447.5,,,,,0,1,0,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1621253297434,17/05/2021 12:08:17,1621253296062,10,17/05/2021 22:08:16,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_button_image,32278.415000007953,,,ICAR45_E.png,1,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1621253297868,17/05/2021 12:08:17,1621253296505,10,17/05/2021 22:08:16,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,447.5100000000093,,,,,0,1,0,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1621253365872,17/05/2021 12:09:25,1621253364503,10,17/05/2021 22:09:24,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonB,response_button_image,67979.47000002023,,,ICAR46_B.png,1,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1621253366310,17/05/2021 12:09:26,1621253364938,10,17/05/2021 22:09:24,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,447.50800000000163,,,,,0,1,0,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1621253433239,17/05/2021 12:10:33,1621253431855,10,17/05/2021 22:10:31,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,66895.34499996807,,,ICAR47_B.png,1,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1621253433661,17/05/2021 12:10:33,1621253432294,10,17/05/2021 22:10:32,52673,2,task-mowt,,12731833,6028b4746965e3799e620f0b,3843624,,complete,,60a258c948246ede45e67d81,computer,Desktop or Laptop,Windows 10,Opera 76.0.4017.123,2560x1440,2520x1337,,Baseline - ICARRavensMatrix,2,BCA,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,447.5250000000233,,,,,0,1,0,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
